unit_id,cycle,setting_1,setting_2,setting_3,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_16,sensor_17,sensor_18,sensor_19,sensor_20,sensor_21,max_cycle,rul,rul_capped,life_stage,sensor_11_diff_1,sensor_11_roll_mean_5,sensor_11_roll_std_5,sensor_11_minus_mean_5,sensor_11_roll_mean_10,sensor_11_roll_std_10,sensor_11_minus_mean_10,sensor_4_diff_1,sensor_4_roll_mean_5,sensor_4_roll_std_5,sensor_4_minus_mean_5,sensor_4_roll_mean_10,sensor_4_roll_std_10,sensor_4_minus_mean_10,sensor_12_diff_1,sensor_12_roll_mean_5,sensor_12_roll_std_5,sensor_12_minus_mean_5,sensor_12_roll_mean_10,sensor_12_roll_std_10,sensor_12_minus_mean_10,sensor_7_diff_1,sensor_7_roll_mean_5,sensor_7_roll_std_5,sensor_7_minus_mean_5,sensor_7_roll_mean_10,sensor_7_roll_std_10,sensor_7_minus_mean_10,sensor_15_diff_1,sensor_15_roll_mean_5,sensor_15_roll_std_5,sensor_15_minus_mean_5,sensor_15_roll_mean_10,sensor_15_roll_std_10,sensor_15_minus_mean_10,sensor_21_diff_1,sensor_21_roll_mean_5,sensor_21_roll_std_5,sensor_21_minus_mean_5,sensor_21_roll_mean_10,sensor_21_roll_std_10,sensor_21_minus_mean_10
1,1,-0.0007,-0.0004,100.0,518.67,641.82,1589.7,1400.6,14.62,21.61,554.36,2388.06,9046.19,1.3,47.47,521.66,2388.02,8138.62,8.4195,0.03,392,2388,100.0,39.06,23.419,192,191,125,Early,0.0,47.47,0.0,0.0,47.47,0.0,0.0,0.0,1400.6,0.0,0.0,1400.6,0.0,0.0,0.0,521.66,0.0,0.0,521.66,0.0,0.0,0.0,554.36,0.0,0.0,554.36,0.0,0.0,0.0,8.4195,0.0,0.0,8.4195,0.0,0.0,0.0,23.419,0.0,0.0,23.419,0.0,0.0
1,2,0.0019,-0.0003,100.0,518.67,642.15,1591.82,1403.14,14.62,21.61,553.75,2388.04,9044.07,1.3,47.49,522.28,2388.07,8131.49,8.4318,0.03,392,2388,100.0,39.0,23.4236,192,190,125,Early,0.020000000000003126,47.480000000000004,0.014142135623730649,0.00999999999999801,47.480000000000004,0.014142135623730649,0.00999999999999801,2.540000000000191,1401.87,1.7960512242140463,1.2700000000002092,1401.87,1.7960512242140463,1.2700000000002092,0.6200000000000045,521.97,0.4384062043356225,0.30999999999994543,521.97,0.4384062043356225,0.30999999999994543,-0.6100000000000136,554.0550000000001,0.4313351365238438,-0.30500000000006366,554.0550000000001,0.4313351365238438,-0.30500000000006366,0.012300000000001532,8.425650000000001,0.008697413408594989,0.006149999999999878,8.425650000000001,0.008697413408594989,0.006149999999999878,0.0045999999999999375,23.421300000000002,0.0032526911934568185,0.0022999999999981924,23.421300000000002,0.0032526911934568185,0.0022999999999981924
1,3,-0.0043,0.0003,100.0,518.67,642.35,1587.99,1404.2,14.62,21.61,554.26,2388.08,9052.94,1.3,47.27,522.42,2388.03,8133.23,8.4178,0.03,390,2388,100.0,38.95,23.3442,192,189,125,Early,-0.21999999999999886,47.410000000000004,0.12165525060596487,-0.14000000000000057,47.410000000000004,0.12165525060596487,-0.14000000000000057,1.0599999999999454,1402.6466666666668,1.8500090089872667,1.5533333333332848,1402.6466666666668,1.8500090089872667,1.5533333333332848,0.13999999999998636,522.12,0.4044749683230884,0.2999999999999545,522.12,0.4044749683230884,0.2999999999999545,0.5099999999999909,554.1233333333333,0.32715949219508944,0.13666666666665606,554.1233333333333,0.32715949219508944,0.13666666666665606,-0.014000000000001123,8.423033333333334,0.007639589866828332,-0.005233333333334755,8.423033333333334,0.007639589866828332,-0.005233333333334755,-0.07939999999999969,23.3956,0.04457308604976856,-0.051400000000001,23.3956,0.04457308604976856,-0.051400000000001
1,4,0.0007,0.0,100.0,518.67,642.35,1582.79,1401.87,14.62,21.61,554.45,2388.11,9049.48,1.3,47.13,522.86,2388.08,8133.83,8.3682,0.03,392,2388,100.0,38.88,23.3739,192,188,125,Early,-0.14000000000000057,47.34,0.17165857586111713,-0.21000000000000085,47.34,0.17165857586111713,-0.21000000000000085,-2.3300000000001546,1402.4524999999999,1.5596447245020688,-0.5824999999999818,1402.4524999999999,1.5596447245020688,-0.5824999999999818,0.44000000000005457,522.305,0.49595026632378325,0.5550000000000637,522.305,0.49595026632378325,0.5550000000000637,0.19000000000005457,554.205,0.31310275203732674,0.24500000000000455,554.205,0.31310275203732674,0.24500000000000455,-0.049599999999999866,8.409324999999999,0.02811729894566766,-0.04112499999999919,8.409324999999999,0.02811729894566766,-0.04112499999999919,0.029699999999998283,23.390175,0.037976692413462396,-0.01627500000000026,23.390175,0.037976692413462396,-0.01627500000000026
1,5,-0.0019,-0.0002,100.0,518.67,642.37,1582.85,1406.22,14.62,21.61,554.0,2388.06,9055.15,1.3,47.28,522.19,2388.04,8133.8,8.4294,0.03,393,2388,100.0,38.9,23.4044,192,187,125,Early,0.14999999999999858,47.328,0.1510629008062543,-0.04800000000000182,47.328,0.1510629008062543,-0.04800000000000182,4.350000000000136,1403.206,2.1594397421554934,3.0140000000001237,1403.206,2.1594397421554934,3.0140000000001237,-0.6699999999999591,522.2819999999999,0.4325736931436925,-0.09199999999987085,522.2819999999999,0.4325736931436925,-0.09199999999987085,-0.4500000000000455,554.164,0.28623416986798034,-0.16399999999998727,554.164,0.28623416986798034,-0.16399999999998727,0.06119999999999948,8.41334,0.025952610658660613,0.01605999999999952,8.41334,0.025952610658660613,0.01605999999999952,0.03049999999999997,23.39302,0.03349838802091893,0.011379999999999058,23.39302,0.03349838802091893,0.011379999999999058
1,6,-0.0043,-0.0001,100.0,518.67,642.1,1584.47,1398.37,14.62,21.61,554.67,2388.02,9049.68,1.3,47.16,521.68,2388.03,8132.85,8.4108,0.03,391,2388,100.0,38.98,23.3669,192,186,125,Early,-0.12000000000000455,47.266000000000005,0.141527382509538,-0.10600000000000875,47.300000000000004,0.15152557539900854,-0.14000000000000767,-7.850000000000136,1402.76,2.9263373011326643,-4.3900000000001,1402.3999999999999,2.7619485875013043,-4.029999999999973,-0.5100000000001046,522.2860000000001,0.4254174420495253,-0.6060000000001082,522.1816666666667,0.45836302934101025,-0.5016666666667788,0.6699999999999591,554.226,0.3626706494879326,0.44399999999996,554.2483333333333,0.3289630171716411,0.4216666666666242,-0.018599999999999284,8.4116,0.025727028588626896,-0.0007999999999999119,8.412916666666666,0.02323587025843202,-0.0021166666666658784,-0.03749999999999787,23.382600000000004,0.03143636429360138,-0.01570000000000249,23.388666666666666,0.03180287198771026,-0.02176666666666449
1,7,0.001,0.0001,100.0,518.67,642.48,1592.32,1397.77,14.62,21.61,554.34,2388.02,9059.13,1.3,47.36,522.32,2388.03,8132.32,8.3974,0.03,392,2388,100.0,39.1,23.3774,192,185,125,Early,0.20000000000000284,47.239999999999995,0.09407443861113939,0.12000000000000455,47.30857142857143,0.14016996485559763,0.05142857142856627,-0.599999999999909,1401.6860000000001,3.6483599054917457,-3.9160000000001673,1401.7385714285715,3.069101000681005,-3.968571428571522,0.6400000000001,522.294,0.4256524403782537,0.026000000000067303,522.2014285714286,0.4216803122203899,0.11857142857149938,-0.32999999999992724,554.3439999999999,0.24643457549620706,-0.0039999999999054126,554.2614285714286,0.3022928255532291,0.07857142857142208,-0.013400000000000745,8.40472,0.023475774747599116,-0.007319999999999993,8.4107,0.022007195792891933,-0.013300000000000978,0.010500000000000398,23.373359999999998,0.02163407035210933,0.004040000000003374,23.387057142857145,0.029342566187642777,-0.009657142857143697
1,8,-0.0034,0.0003,100.0,518.67,642.56,1582.96,1400.97,14.62,21.61,553.85,2388.0,9040.8,1.3,47.24,522.47,2388.03,8131.07,8.4076,0.03,391,2388,100.0,38.97,23.3106,192,184,125,Early,-0.11999999999999744,47.234,0.09262828941528127,0.006000000000000227,47.3,0.13201731488169208,-0.05999999999999517,3.2000000000000455,1401.0399999999997,3.3670461832293315,-0.06999999999970896,1401.6425,2.854398860906267,-0.6724999999999,0.14999999999997726,522.3040000000001,0.42991859694593654,0.16599999999993997,522.235,0.4017817460121418,0.23500000000001364,-0.4900000000000091,554.2620000000001,0.3340209574263221,-0.41200000000003456,554.21,0.3154135607194436,-0.36000000000001364,0.010200000000001097,8.40268,0.022476921497394,0.0049200000000002575,8.4103125,0.020404161865378873,-0.0027124999999994515,-0.06680000000000064,23.36664,0.03440513043137711,-0.056039999999999424,23.3775,0.03832362195826422,-0.0669000000000004
1,9,0.0008,0.0001,100.0,518.67,642.12,1590.98,1394.8,14.62,21.61,553.69,2388.05,9046.46,1.3,47.29,521.79,2388.05,8125.69,8.3728,0.03,392,2388,100.0,39.05,23.4066,192,183,125,Early,0.04999999999999716,47.266,0.07334848328357221,0.02400000000000091,47.29888888888889,0.12353586973471097,-0.008888888888890278,-6.170000000000073,1399.626,4.2895139584804465,-4.826000000000022,1400.8822222222223,3.5116014073987114,-6.082222222222299,-0.6800000000000637,522.09,0.3411011580162096,-0.3000000000000682,522.1855555555555,0.40404551448789505,-0.39555555555557476,-0.15999999999996817,554.11,0.39452503089156354,-0.4199999999999591,554.1522222222222,0.34219065510975616,-0.4622222222221808,-0.03480000000000061,8.4036,0.020739816778361557,-0.03080000000000105,8.406144444444443,0.022817597984401753,-0.03334444444444351,0.09600000000000009,23.37318,0.03893933743658289,0.03341999999999956,23.380733333333335,0.03713761570160337,0.025866666666665594
1,10,-0.0033,0.0001,100.0,518.67,641.71,1591.24,1400.46,14.62,21.61,553.59,2388.05,9051.7,1.3,47.03,521.79,2388.06,8129.38,8.4286,0.03,393,2388,100.0,38.95,23.4694,192,182,125,Early,-0.259999999999998,47.215999999999994,0.1270039369468606,-0.18599999999999284,47.272000000000006,0.14420664185659338,-0.24200000000000443,5.660000000000082,1398.474,2.4586032620164424,1.9860000000001037,1400.84,3.313460762137131,-0.37999999999988177,0.0,522.01,0.3582596823534646,-0.22000000000002728,522.146,0.40094887454639266,-0.35599999999999454,-0.10000000000002274,554.028,0.46023906831122813,-0.4379999999999882,554.096,0.36836576026190354,-0.5059999999999718,0.05579999999999963,8.40344,0.020492632822553966,0.025159999999999627,8.40839,0.022654332428429177,0.02020999999999873,0.0627999999999993,23.38618,0.05810268496377873,0.08322000000000074,23.3896,0.04485683398943325,0.07979999999999876
